,During COVID,During COVID,During COVID,During COVID,During COVID,During COVID,During COVID,During COVID,After GFC,After GFC,After GFC,After GFC,After GFC,After GFC,After GFC,After GFC,During GFC,During GFC,During GFC,During GFC,During GFC,During GFC,During GFC,During GFC,Before GFC,Before GFC,Before GFC,Before GFC,Before GFC,Before GFC,Before GFC,Before GFC
,CPIAUCSL,CPIAUCSL,GS5,GS5,UNRATE,UNRATE,RPI,RPI,CPIAUCSL,CPIAUCSL,GS5,GS5,UNRATE,UNRATE,RPI,RPI,CPIAUCSL,CPIAUCSL,GS5,GS5,UNRATE,UNRATE,RPI,RPI,CPIAUCSL,CPIAUCSL,GS5,GS5,UNRATE,UNRATE,RPI,RPI
,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test,Val,Test
1,0.889663151194429,1.1291568420334719,0.7466442496666809,0.9071473410751476,0.3415404551662894,0.9396418369324193,0.534223891013128,0.8841157279010659,0.8782397101545844,0.9090093917482909,0.7015918391818449,0.890777105028359,0.5263584426181651,0.9150632939490592,0.9650905647624501,0.7744552042265725,1.3253969002968864,0.5768262202151739,0.7538682461661267,0.654746987791538,0.5076069362907745,0.2802189228572246,0.6805221040627221,0.9578021519464146,0.8440899260624599,0.9804824355737116,0.16547385298839518,0.9024255654680065,0.552936209709561,0.3965790816797538,0.8726201334902162,0.9044652608992149
3,0.9001782393483907,0.9909228990455303,0.7200621333424673,0.7800945026215902,0.01606107911019136,0.7530718205405348,0.8043140836720309,0.9411128485504942,0.971812876603385,0.981608287376031,0.8056509079720615,0.8820508000235526,0.5867645552197567,0.8932791905987504,0.9623023717567448,0.5537987592643977,1.0564678239074792,0.8469725902400508,0.35834285213126743,0.5784182953169527,0.5858639023388923,0.869120667448286,0.8235775465494789,0.9892659075727076,0.8938761899998763,0.9209659768876596,0.7582680073890444,0.8719385317526189,0.533171137487738,0.405813003048293,0.7420808098863544,0.8421766688448158
6,0.940524852046661,0.9899773401451072,0.7665543925669183,0.8198144638416103,0.36306977151254055,0.9288834211735694,0.9627624972133524,0.9728451461837356,0.9349177897190873,0.9999131228963802,0.9050687526274598,0.9266001670804639,0.707055508895728,0.9068450975542122,0.9769519382991053,0.7814995810705873,0.9983747373241483,0.9161431893708659,0.6259477000969412,0.6245072971156376,0.5779537899533356,0.7874780706352834,0.8543657549857662,0.9977678861797624,0.906649727294922,0.8953000459169989,0.6141423734916903,0.7681249360117207,0.4153331698264871,0.5175296010886957,0.9995695033417519,0.8587546611912266
12,0.9773036479162209,1.0115683766660417,0.9556885350592421,0.9914045525557373,0.8488535518097606,0.9983148272892226,0.9973376491149096,0.9619546132287713,0.9601508377711532,0.9939100502926381,0.850959044398851,0.9225861146058109,0.6953429110389917,0.8747182538013514,0.9954105473921294,0.8065869147930396,0.9179314680534094,1.0431766816602284,0.4340039467973193,0.665947336256743,0.6250103968367147,0.8966108565455895,0.880060896570123,0.9649545697229429,0.9326194731901899,0.9436199826323451,0.5889501531711971,0.8521307665849178,0.5382406455850648,0.5603850230256855,0.891183814636202,0.8337289557898295
24,0.9955923832988764,1.005320323740075,0.9795569848419429,0.99626946035102,0.6334580522314783,0.9943206016306889,1.0047367645872203,0.9991591400828356,0.9956152688435236,1.0069271497146233,0.9563733297530536,0.9417519103488535,0.6472606447890696,0.915448744995095,0.9963564769094155,0.967380536793192,0.9904425335866367,0.9860948679049419,0.44451124362595074,0.7288870993735281,0.4130248993015969,0.6398198236834766,0.9286003024532502,0.9998241827011111,0.9790870052335308,1.0005265643615413,0.8902177418668022,0.8821231399489082,0.49940561506214376,0.6589727989428011,0.9778013652924634,0.8386603468770276
60,,,,,,,,,1.0024503690964386,0.9981896444630423,0.9969173844374499,0.9877538987498938,0.5985690105780875,0.9987424355442825,0.9959676373549508,1.0006545171716388,1.0164218890767895,0.9377581559505018,0.4711343392704265,0.7566043709453435,0.42754225139577084,0.8146512007457868,0.8966741845062197,1.0185197372583796,0.995791638386066,1.0014214829982635,0.5885031869414787,0.8114509440076872,0.6350821864740809,0.7227652278358969,0.9883457252818542,0.9511324276709062
120,,,,,,,,,,,,,,,,,1.0131320704271471,0.9682502166991385,0.9428712435000034,0.8532546482265007,0.5172938351596663,0.8586006630001352,0.9764238619383505,1.0059314704075344,0.9990136965771415,1.0026287667556966,0.9363676694115145,1.0054738493093351,0.4550272765143235,0.9815792516562329,0.9792739315671346,0.9723542729061887
240,,,,,,,,,,,,,,,,,,,,,,,,,1.0004382323449061,0.9995786250196331,0.9901620287897411,0.9865261519369526,0.7507878991820507,0.9974190624950638,0.9833458709195936,0.99154481735531
